document,text,source,genre
sexy staxaphone and guitar,prince the beautiful experience sexy staxaphone and guitar sexy staxaphone and guitar  controversy music   1994                             could u be the most beautiful girl in the world so beautiful  beautiful it plain 2 see  yeah  u are the reason that god made a girl could u be,prince,pop-rock
the most beautiful girl in the world,could you be the most beautiful girl in the world it plain to see you are the reason that god made a girl when the day turns into the last day of all time i can say  i hope you are in these arms of mine and when the night falls before that day i will cry i will cry tears of joy  cause after you all one can do is die could you be the most beautiful girl in the world  could you be it plain to see you are the reason that god made a girl you are the reason that god made a girl oh yes  you are how can i get through days when i can not get through hours i can try but when i do i see you and i am devoured  oh yes who would allow  who would allow a face to be soft as a flower i could bow and feel proud in the light of this power  oh yes    bow down  could you be  could you be  the most beautiful girl in the world could you be it plain to see you are the reason that god made a girl oh yes  you are and if the stars ever fell one by one from the sky i know mars could not be too far behind  cuz baby  this kind of beauty has got no reason to ever be shy  cuz honey  this kind of beauty the kind that comes from inside could you be  could you be  the most beautiful girl in the world  so beautiful  beautiful   it plain to see  plain to see  you are the reason that god made a girl  oh yeah oh yes  you are could you be,prince,pop-rock
right the wrong,an indian woman buried her grandpa in the black hills when she was young he used to tell her that these hills belonged to her still and even though injustice took them hills away  one day we will get them back   he said and the sun gonna shine that day when we say right the wrong before she laid him down to rest and she heard his voice in the wilderness sayin    i got six feet of it back now we right the wrong  right the wrong  hear the song before long you will not hear nothin  but the crackle of flames right the wrong  hear the song would you rather die knowing that you did keep living in shame  did you hear the one about the boy just seventeen  three years hard time for stealing ice   first offense and all his dreams are gone how long before they right the wrong  right the wrong  hear the song before long you will not hear nothin  but the crackle of flames right the wrong  hear the song would you rather die knowing that you did keep living in shame  right the wrong  come on right the wrong  baby far bit for me to say it seemed like we could stop the flow of snow in the sky today i guess the weather man  he likes the rain ai not that insane  now sing right the wrong  hear the song before long you will not hear nothin  but the crackle of flames right the wrong  hear the song would you rather die knowing that you did keep living in shame  come on  come on  come on  right the wrong  did you hear me  baby   right the wrong  i am six feet in the grave i am six feet in the grave  right right  right right  right the wrong  right the wrong right the wrong  right the wrong  right the wrong  right the wrong  right the wrong right the wrong  right the wrong right the wrong  right the wrong right the wrong  right the wrong  right the wrong  right the wrong  right the wrong    ashes to ashes  right the wrong  right the wrong    dust to dust  right the wrong  right the wrong    this young man with a talented soul  right the wrong  right the wrong    died when he wanted to  right the wrong  right the wrong    the life that lives so  shall not be pitied nor shall the guilty be forgiven until they could find it in their hearts  right the wrong,prince,pop-rock
gold a pt1,prince gold a gold a pt 1 hey  what up y all   npg in the house kickin  the gift  talkin  about us livin  in an incubated society  and ai not   changed in 20 years y all  we just in a state of sobriety  that right   this one is subject 2 justification  cuz we shootin  4 heads of state  hmph  and 2 my brothers and sisters strugglin  2 try and learn  do not be confused by the term     ahh  gold a   a term that might seem offensive 2 some  but one we have adapted   that means the money earned  by the knowledge and creative efforts of a black man  who can feel good cuz there no blood on his hands  in a time when respect is gotten  not from what a leader might say  but 9 m  glock 7 and ak  it a shame  but that the way it is  that the reality of things   our state of mind has been twisted  demented in the way that seems irreversible  2 much clout and status in the movers and shakers and people with pull  instead of leading  we are being led  by generations of punk  fu    yo tone  nuff said  yeah  u right  but i must speak on this  before me and my people die in this endless abyss  so as we go round and round in an attempt 2 get bigger  i send a shout out 2 all my fellow gold az  stay strong   chorus   gold a   we can turn this mutha out  gold a   tell me what u are all about  stay strong   gold a   we can turn this mutha out  gold a   tell me what u are all about  please  please stop    get up  stand up  stand up 4 your rights  cuz gold az do not go out without a fight  mentality 2 strong  we bring brothers who struggle along  nevermind preachin  about the prior things they had did wrong  cuz every new day is a fresh start  and i mean that   from the bottom of my heart  i place this burden on the shoulders with an upraisal in effect  it time we earn proper respect   please stop    sample repeats in bg   big up gold az  chorus   yeah   come on  come on    mmm  say it   we  we  we like it   u better stop   sample repeats 2 fade ,prince,pop-rock
thieves in the temple pt ii,prince miscellaneous thieves in the temple  pt  ii   long version of thieves in the temple  i am holdin  on  i am holdin  on  the best that i can love please   let me be  let me be the better man better than the ones that wanna count me out better than the ones that do not know what my love about i am talkin   bout the kinda love that can move a mountain the kinda love that could part the sea the kinda love that will last 4 ever  no matter what u say we should be together  u should be with me  thieves in the temple  yeah  u should be with me i said i wanna know  talk to me  one thing  talk to me  said i wanna know  talk to me  i wanna know one thing  baby  talk to me  how come you said that i was your baby when u and your love was gonna leave u led me on  led me on thinkin  u was moses herding sheep blindly through a fantasy u done me wrong  thieves in the temple  and everybody knows it now the sound of my voice is pumpin  in your chest more or less  i am here to tell u that i am the best better than the rest better than the thieves in the temple tonight tonight  tonight  tonight  tonight  hurt me  put it in  thieves in the temple thieves in the temple thieves in the temple thieves in the temple tonight put your foot on the rock let me show you how to clock put your foot on the rock let me show you how to clock thieves in the temple  what the       who got the party  who got the party  who  who got the party  who got the party  who  who got the party  who got the party  who  who got the party  who got the party  who   hurt me  thieves in the temple,prince,pop-rock
pearls b4 the swine,if i leave my front door open would you come and visit me  just to slander my name hopin  that i would pack my bags and leave if i did would you remember to feed the dove and clean the cage  and never count in front of the children lest they die of old age i do not really know why we have to go our separate ways whether or not we grow after the seeds are sown only time can say can i offer you baklava or a bagel with   cheese  will we say grace to our father holding hands down on our knees  are we better off just fighting  you on your side  me on mine are the words that eye keep writing only pearls b4 the swine  what makes men claim that you are a friend when you are not at all  they knock you down and then they lift you up again  just to see you fall but like a bird i will keep on singing a song that never leaves your mind if nothing else you have taught me one thing,prince,pop-rock
electric intercourse,prince miscellaneous electric intercourse i feel some kind of love 4 u  i do not know your name  this is the kind of love that takes 2  i want u and i am not ashamed  cuz baby  u shock my wild  with a sexual electricity extraordinaire  come and take advantage and undress me  i do not even know u  i do not even care  i feel some kind of sexual courage  tell me do u feel it 2   our bodies wanna be 2gether  girl  i wanna be with u  electric is my body  baby  i will shock u with my lips  darling  do not u know  your technicolor climax is at my fingertips   hear me  baby  electric intercourse  electric intercourse  wake up  wendy    do not u wanna   electric intercourse  electric intercourse  do not u wanna make love  sweet love  my love   mash it  electric is my body  baby  i will shock u with my lips  yes i will   darling  do not u know  your technicolor climax is at my fingertips  baby  no no  listen 2 me  electric intercourse  electric intercourse  do not u wanna    i say this   electric intercourse  electric intercourse   i say the first intercourse  i say the first one   do not u wanna make love  sweet love  my love   yeah  electric intercourse  electric intercourse  do not u wanna   electric intercourse  electric intercourse  do not u wanna make love  my love  sweet love  yeah   do not u wanna   electric intercourse  do not u wanna make love  yeah   auntee emm  x2 ,prince,pop-rock
the good life,prince exodus the good life the good life  one day that what i will be livin   fantasy never hurt nobody  whatever chills the illin   when the every day gets on your last one  give it up and go  2 the place in everyone future  the good life   one day we will know  good life   everyday after school  u know where 2 find this brother  uptown at every movie show  outta my life 2 another  that was the only thing that i wanted 2 do  that was my drug of choice  left all the funny smellin  cigarettes 2 the american boys   la dolce vita  was the knob that turned me on  marcello mastroianni italian mac comin  on strong  he had all the honies  the kind from the magazines  small waist  big   right     biggest ones u have ever seen  the good life  good life   one day that what i will be livin   fantasy never hurt nobody  whatever chills the illin   when the every day gets on your last one  give it up and go  2 the place in everyone future  the good life   one day we will know  one day we will know   good life   x2   mama worked all night  went 2 school by day  wanted 2 get her master degree so she could make a better way  set examples 4 her babies that we will never forget  that where i guess my spirit comes from  eternally never met  oh  the good life  good life   one day that what i will be livin   fantasy never hurt nobody  whatever chills the illin   ooh  good life   when the every day gets on your last one  give it up and go  2 the place in everyone future  the good life   the good life   one day we will know   good life   good life  x2   good life  good life   hey  hey  hey   peace 2 the   that knows  that the babies are the key 2 the world  key 2 the world  the battles of the future will be won  by those who teach those baby boys and girls  this is our plea 2 the brothers  who are tired of the barely gettin  by  instead u should try  2 see your future map out your steps  and make sure no one dies  the good life  good   one day that what i will be livin   fantasy never hurt nobody  whatever chills the illin    one drop of blood ai not worth forsaking your dreams   when the everyday gets on your last one  give it up and go   music  sports  fashion  whatever   2 the place in everyone future  the good life   one day we will know   consolidate  think ahead  and        the good life  good life   one day that what i will be livin   fantasy never hurt nobody  whatever chills the illin   hey yeah  good life   when the every day gets on your last one  give it up and go  good life  oh   2 the place in everyone future  the good life   one day we will know  new power generation  good life   tryin  2 lead the good life  one day we will know   oh yeah  oh lord  good life  good life   the good life  good life  good life   the good life  good life   good life  good life   one day that what i will be livin   fantasy never hurt nobody  whatever chills the illin   when the every day gets on your last one  give it up and go  2 the place in everyone future  the good life   one day we will know  good life  repeated   good life  good life   the good life  good life   x3   one day we will know ,prince,pop-rock
bob george,gal  let me see ya dance new coat  huh  that nice  did you buy it  yeah  right you seein  that rich   er again you  know who i am talkin  about that slicked back paddy with all the gold in his mouth do not try to play me for yesterday fool  cuz i will slap your ass into the middle of next week i am sorry baby  that the rules i pay the rent in this raggedy   er and all you do is suck up food and eat say what  oh yeah  for someone who can not stand them tv dinners you sure eat enough of them   ers who bought you that diamond ring  yeah right  since when did you have a job  you seeing that rich   er again what his name  bob  bob  ai not that a    what he do for a living  manage rock stars  who  prince  ai not that a    that skinny   er with the high voice  please  who do i look like baby  yesterday fool  do not you know i will kill you now  you are  in  right  i gotta gun you think i do not  then what this  oh  you quiet now  uh uh little  yeah right  it might be little but it loud yeah  right  uh uh now put that suitcase down and go in there and put on that wig i bought you  no  no no  no the reddish brown one  bob  ai not that a    oh  gotcha  got ya hey bob  if you are out there  let me see you dance you said you was funky  c amon  c amon ai not that a    bob come out with your hands up  i will kick your ass this is your last warning  think i will not  oh no  the  er got a laser let get the hell out of here is mr  george home  hello  mr  george  this is your conscience    er why do not you leave   ers alone  what wrong with you  well  why can not we just dance  why can not we just dance  no    that    that i do not talk about you  i do not talk about you  incomprehensible  yo little almond shaped head ass who the   do you think this is  i will kick your ass   twice bob  if you are out there let me see you dance you said you were funky  c amon b o b  spell the   backwards  what would it say same   in    turn it out  bob  ai not that a   ,prince,pop-rock
its about that walk,mmm  mmm  ooh  wee fellas would you look at that thing have you ever  you just got back from paris you probably went to buy some clothes you are on your way to nell in new york gonna meet who  heaven knows but it ai not about where you are comin  ai not about where you go it ai not about who you have been with  cuz it ai not about who you know it about that walk can we talk about it  it about that walk i wanna shout about it  ooh  wee aah  your ass like a fine cut diamond mounted on to legs of stone the prison i could do some timin  if i ever got that ass alone but for now i will just keep my shirt on  cuz i ai not about losin  cool  cuz it ai not about losin  sleep  for that matter ai not about nothin  that i do it about that walk i wanna talk about it it about that walk i wanna shout about it  ooh  wee oh  yeah  baby  ai not anything else gonna do that work  shake it  ooh mmm  mmm  mmm fellas have you ever  it ai not about where you are comin  it ai not about where you go it ai not about who you have been with  cuz how  bout who you know it about that walk  yeah i wanna talk about it baby  baby  baby  about the walk ooh  shout about it  shout about it  ooh  wee oh  lord  lord girl  you know you got the walk girl  you know i got the talk run lord  i mercy eyh  keep playing  unh  vegas wanna see ooh  aah   incomprehensible  remember  bout that ending  on the one  unh,prince,pop-rock
9 lives,prince miscellaneous 9 lives 9   9   9   9   9 lives  this is the 90 and i need a lover with  9 lives   with my bad self   if i really   sample repeats in song   i   i   i   i      9 lives   sing stella  chorus   if i really had 9 lives  i would want a lover that controlled my mind  someone who knows about the heavenly sin  how 2 kill with love again  again and again  when she calls me on the phone  she will ask if i am alone  standin  at my door lookin  mega fine  heck a pump body sayin  good time  when all the others talk plenty of jive  my lover talks about 9 lives  the first 2 promise i will die from the heat  generated from the moment that our eyes meet  chorus   with my bad self   life number 3 and number 4  are spent makin  love on the magic floor  it got no walls so all can see  the way real love is supposed 2 be  do not be ashamed  my lover said  then she says  mmm  i betcha i am mega jammin    life number 5  6 and 7  need u ask  go like heaven  chorus   with my bad self    control me   with my bad self  if i really had 9 lives  i would want a lover that controlled my mind  2 kill with love  we would never die  we would never long 4  we would never cry  if we live 4 havin  each other touch  it never 2 little  it never 2 much  play  with my bad self  with my  with my bad self  if i really had  if i really had  if i really had 9 lives  this is the 90  and everybody wants a lover  a life long lover with 9 lives   9 lives   this is the 90   chorus   repeat in bg   sing stella  call me up on the phone  i will be here all alone  i will be waitin  on u  baby  i will be waitin  on u and your 9 lives   silence,prince,pop-rock
vicki waiting,i am of a mind to make some mookie phone book phone rings  it vicki callin  she wants me to come to the crib you see conversation better than being lonely so i try my best to ad lib i tell her a joke about the woman who asked her lover   why is your organ so small   he replied   i did not know i was playin  in a cathedral  vicki did not laugh at all this is where she wants to be and i am what she wants to see i have never known a love so sweet but still i keep vicki waiting  alright all is well in gotham city the sound of terror is all you hear sometime a pistol take the place of her body sometimes her body here you see  when crime is your only love all that matters  the present  the here and now people  people  whatever floats this joker boat is whatever this joker will bang this is where she wants to be i am what she wants to see never known a love so sweet still i keep vicki waiting  oh  yeah  wait on  mama talk of children still frightens me is my character enough to be one that deserves a copy made  this  i one day  i hope to see until then she held at bay by my animal like persistence or maybe she just to proud to say that fate  fate brought us together and this is where she wants to stay this is where she wants to be i am what she wants to see never known a love so sweet still i keep vicki waiting this is where she wants to be i am what she wants to see never known a love so sweet still i keep vicki waiting all is well in gotham town this is where she wants to be i am what she wants to see i have never known a love so sweet but still i keep vicki  still i keep vicki still i keep vicki waiting  oh  yeah still i keep vicki  still i keep vicki waiting this is where she wants to be,prince,pop-rock
when 2 r in love,sweet dreams so fair she looked tonight the brightest star appeals to your sex before we do anything let me just talk to you when 2 r in love they whisper secrets only they 2 can hear when 2 r in love when 2 r in love their stomachs will pound every time the other comes near when 2 r in love when 2 r in love falling leaves will appear to them like slow motion rain slow motion  slow motion when 2 r in love the speed of their hips can be faster than a runaway train drop  drop  drop  drop  water  water  water come bathe with me let drown each other in each others emotions bathe with me let cover each other with perfume and lotion bathe with me ooh  and let me touch your body  til your river an ocean bathe with me let kiss with one synonymous notion nothing forbidden and nothing taboo when the 2 r in love can you hear me  when 2 r in love their bodies shiver at the mere contemplation of penetration let alone the actual act  act when 2 r in love the thought of his tongue in the v of her love in his mind this thought it leads the pack come bathe with me let drown each other in each others emotions bathe with me let cover each other with perfume and lotion bathe with me ooh  and let me touch your body  til your river an ocean bathe with me let kiss with one synonymous notion that nothing forbidden and nothing taboo when the 2 r in love in love  can you hear me  hold me  yeah  just like that do not move,prince,pop-rock
journey 2 the center of your heart,prince miscellaneous journey 2 the center of your heart i know u have been hurt before  i can see it in your eyes  and if u just close the door  i would not be surprised  even though i know u have heard it  these words i am tryin  2 say  i think the others only flirted  with the true meaning of always  u can say what u wanna  but i ai not gonna stop this journey 2 the center of your heart  no  no  heart  heart   i see the candle through your window  burns there every night  the shadow leaves an innuendo  of no one holding u tight  many nights i have dreamt u near me  but awaken 2 u gone  gone   i know one day u will hear me  i do not care how long  u can say what u wanna  but i ai not gonna stop this journey 2 the center of your heart  oh yeah   journey center of your heart   journey 2 the center of your heart  heart  i have waited a lifetime  baby  just 2 know your name  we have done everything in our minds  let stop the game  let stop it   even though i know u have heard  these words i am tryin  2 say  somehow i think these others  they only flirted  with the true meaning of always   u can say what u wanna   oh  u can say what u wanna   but i ai not gonna stop this journey 2   but i ai not gonna stop this journey 2 the center      heart    u can say what u wanna    but i ai not gonna stop this journey 2 the center of your heart   heart  heart   heart   repeat in bg   your heart  x3 ,prince,pop-rock
about prince  the black album,prince the black album about prince   the black album prince lyric transcription team           presents                                            prince   the black album                                   when originally scheduled for release in 1988  this album would have been prince 10th  it was actually released as the 16th album only 3 months after come  year  1994  contents  le grind   cindy c   dead on it   bob george   superfunkycalifragisexi   2 nigs united for west compton   rock hard in a funky place,prince,pop-rock
acknowledge me,hey  down on it  say baby  what you waitin  on  for you  huh  ai not no other fish in the sea what you waitin  on  acknowledge me acknowledge me  do not dog me anymore i was here in the beginning and i will be here forevermore acknowledge me  i only wanna be your friend i can make you happy  baby  over and over again saw you at the party  you were lookin  so fly everybody wanted your number  you wanted mine you came right up to me in one wink of an eye you told me that you think of me both day and night and that is why i have got to know  how can you give your body to another when your mind is here with me  you need a friend much more than a lover that all i ever said i wanted to be acknowledge me  do not dog me anymore i was here in the beginning and i will be here forevermore acknowledge me  i only wanna be your friend i can make you happy  baby  over and over again  no baby   oh baby  i am waitin  for the phone call but it just do not ring i am lookin  for a letter or a sign from heaven or anything every day that goes by is another day i want you more i would give a million dollars to see  you baby  standin  at my door i will lay you down and tell you stories about the way that we could be and when you are ready to feel the glory  feel the glory  i will only want to love you when it somethin  that you need acknowledge me  do not dog me anymore i was here in the beginning and i will be here forevermore acknowledge me  i only wanna be your friend i can make you happy  baby  over and over again  no baby   oh baby  not that you care for a silly rhyme frontin  an old clich      huh  huh  yeah   huh  huh  yeah  but look at me baby  what can i say  there ai not another fish in the sea  yeah  i could be singin  a song any style  any way ai not nothin  but a trick to me  blow  but i am gonna blow this horn until you are on your knees beggin  me please  please  please gimme  gimme  gimme  gimme love i can count on gimme  gimme body i can not go without uh  slaves for one another  hey  yeah baby  that what i do believe i am talkin  about so let me know how you wanna go   huh  huh  yeah  you wanna get with that or this   huh  huh  yeah  uh  acknowledge me  baby you got to or you can kiss how can you give your body to another  how can you  baby   when your mind is here with me   it here with me  you need a friend much more than a lover  you need a friend   that all i ever said i wanted to be  and that all i ever  ever wanna be  baby acknowledge me  me  me  oh yeah  acknowledge  acknowledge  acknowledge  acknowledge me  acknowledge me  do not dog me anymore i was here in the beginning and i will be here forevermore acknowledge me  i only wanna be your friend i can make you happy  baby  over and over again  no baby   and over again  yeah   acknowledge me  do not dog me anymore  do not cha dog me  girl i will be here  i will be here to wipe away your tears  acknowledge me  i only wanna be your friend  oh  do not cha worry about a thing  i can make you happy baby  over and over again  oh yeah come on pretty baby  sit your butt on the chair there and let me run a gender in and out of your hair fair a gender for the morning  noon and night  so prepare there you can come alone or tell a friend  i do not care bear this a funky party so you need to be open givin  up all i need so i do not need to be hopin  and even if we are dealin  with that time of the month it 4th and goal and i ai not about to punt  cause as soon as you be strollin  in your lagerfeld blazer you need to know how many ways a brother can praise ya too bad for hell  too good to let heaven raise ya and if you wanna see my dream  i need you for days and days baby doll  can you get the hell away from that thing you call a man and then we can play the kind of music that will make your big butt sway to the back  to the forth when it all said a better brother should be more uh  thank the lord huh  for a body like that  titties swingin  like a door gimme two times just to thank my savior  acknowledge me  girl  what can i say  you got the crazy flavor i am givin  you plenty propers so you got to score  acknowledge me  the only one that gonna make you holler for more like a whore  i am yours  acknowledge me  acknowledge me  baby what are you waiting for  welcome  this is where i live this is where i dream my dreams tonight we will make love until the world stops turning  you are small but,prince,pop-rock
nothing compares to you,prince miscellaneous nothing compares to you it been seven hours and fifteen days since u took your love away i go out every night and sleep all day since u took your love away since u been gone i can do whatever i want i can see whomever i choose eat my dinner in a fancy restaurant but nothing i said nothing can take away these blues   cause nothing compares nothing compares 2 u it been so lonely without u here like a bird without a song nothing can stop this lonely rage tell me baby where did i go wrong i could put my arms around every boy i see but they would only remind me of you i went to the doctor guess what he told me guess what he told me he said rossie u better have fun no matter what u do cause it the blues  cause nothing compares nothing compares 2 u all the flowers that u planted  in the back yard suga all died when u went away i know that living with me baby was sometimes hard but i am willing to try  said i am willing to give it another try   cause nothing compares nothing compares 2 u,prince,pop-rock
mrgoodnight,mister  mister love you  mister come on call mr  goodnight  he will make you feel alright make you throw your head back and holla  he so nice  so nice better not tell your girlfriend  you can try with all your might just can not keep a secret  bout goodnight  goodnight hey baby  sittin  all alone in my courtyard lookin  as if you have every right all over the world  they call me prince but you can call me mr  goodnight surely the dandies that escort you places imparted a rumor or two about the parade of lovely faces that follow me  surely they do what say you to that with lips so invitin  it all i can do not to stare what say you to them  past  present and future that you do not care if so  you will be the first and i will give you the keys to the whip of your dreams  alright  all over the world  they call me prince but you can call me mr  goodnight call mr  goodnight  he will make you feel alright make you throw your head back and holla  he so nice  so nice better not tell your girlfriend  you can try with all your might just can not keep a secret  bout goodnight  goodnight now i do not wanna put to you to sleep with a bunch of chatter and a rap that really do not matter but now that you know who i am  you need to make plans and all your other pennies should scatter a limousine about to pick you up and then take you to a private jet too fine and then you gonna meet a little spanish man who will offer you wine and mo    t in an hour or two  you will be taken to a suite that will rock all your wildest dreams and on the bed  three dresses to choose one  pick one then you get a call from me tell me which dress you chose so i can put on  put on my matchin  suit all the real guys  throw your hands up you know how mr  goodnight do call mr  goodnight  he will make you feel alright make you throw your head back and holla  he so nice  so nice better not tell your girlfriend  you can try with all your might just can not keep a secret  bout goodnight  goodnight i love you  baby  i do not want nobody else call mr  goodnight  call mr  goodnight mike philly in the band  got jams at midnight before the main attraction you will see slow it down  somewhere here on earth just to check how your reaction be and if your heartbeat goes up a notch or two there ai not no tellin  what i might do i got a mind full of good intentions and a mouth full of raisenets we can watch  chocolat  on the big screen before we convene in the pool the waterfall will wash your cares away already i love you  i do call mr  goodnight  he will make you feel alright make you throw your head back and holla  he so nice  so nice better not tell your girlfriend  you can try with all your might just can not keep a secret  bout goodnight  goodnight the energy in this field been known to flicker lights  aight  a symphony with no rest  acapella moans and a bridge of sighs  ooh  different night undeterred nevertheless  a masterpiece on butterscotch thighs turn off the lights  turn off the lights  it time for mr  goodnight,prince,pop-rock
musicology,heard about the party now just east of harlem dougie gonna be there but you got to call him even the soldiers need a break sometimes listen to the groove y all let it unwind your mind no intoxication unless you see what i see dancin  hot and sweaty right in front of me call it what you like i am gonna how it be this is just another one of god gifts musicology you gotta party movin  like i told you kick the old school joint for the true funk soldiers musicology wish i had a dollar for everytime you say do not you miss the feeling music gave you  back in the day  let groove  september earth  wind and fire hot pants by james sly gonna take you higher minor keys and drugs do not make a rollerskate jam take your pick turntable or a band  if it ai not chuck d or jam master jay know what  they are losin   cause we got a p h d in advanced body movin  keep the party movin  just like i told you kick the old school joint for the true funk soldiers musicology all right hold down baby musicology musicology everybody get down the love struck old school joint for the true funk soldiers keep the party movin  keep party keep keep d ont start moving keep party movin  music got you keep party movin  keep the party movin  just like i told you kick the old school joint for the true funk soldiers musicology for the true funk soldiers,prince,pop-rock
i love u but i don trust u anymore,prince miscellaneous i love u  but i don  trust u anymore i could tell from the moment u walked in the room that it wasn  your dress u had on that wasn  your perfume and what happened 2 the ring that i gave u  what am i 2 assume  i love u  but i just don  trust u anymore u could tell from the moment u looked in my eyes that i could see right through                      i e always given u the best in life even in the wrong  it was right i know u trust me  but u don  love me anymore  no i remember meeting u here in the good ol    days i would never pick the flower of my favourite proteg    maybe if i would have then u would not treat me this way u tricked me   but u will not anymore no  no i love you  but i don  trust u anymore,prince,pop-rock
a million days,it only been a hour since you left me but it feels like a million days if eye had a magic wand eye could turn back time eye would never let you go away eye did not have the heart to say eye am sorry now eye have not got a heart at all eye could tolerate the pain if eye could talk to my best friend but you will not even call  will not even call eye am contemplating pulling out my suitcase and packin  everything eye own eye did not back then but eye do know now wherever you are is home eye will crawl on my belly and beg you but your so far away you have only been gone for an hour but it seems like a million days a million days  a million days it only been a hour since you left me eye wish eye had somebody to blame but your the perfect picture of what love should look like and eye wanna be your frame it only been a hour but it feels like a million days a million days one hundred thousand million days come home  come home baby eye can not take this no more yeah  come home girl  oh yeah baby  baby  baby eye know eye should not put my faith in heroes but eye can not see you any other way it only been a hour since you left me girl feels like a million  feels like a million days come on home  baby,prince,pop-rock
npg operator ii,prince miscellaneous npg operator  ii  welcome 2 the dawn u have just accessed the beautiful experience this experience will cover courtship  sex  commitment fetishes  loneliness  vindication  love and hate please enjoy your experience,prince,pop-rock
the holy river,let go down to the holy river if we drown then we will be delivered you can still see the picture upon the wall one eye staring at nothing at all the other one trying to focus through all your tears you can try and try but there nothin  to hide you can not run from yourself and what inside you got to find the answers to the questions that you most fear so over and over you ask your soul why would you come down to a world so cold  and the voice inside says  tonight the truth will be told you surrounded yourself with all the wrong faces spending your time in all the wrong places puttin  your faith in things that only make you cry people say  they love you when they wanna help but how can they when you can not help yourself  the more they say they love you  the more you just wanna die so here we go again  the self analysis have another glass of port and uh  forget this the band playin  at the club tonight and they are bound to groove there you are  you think you are high you can not ask yourself  cuz you would only lie if you had a dollar for every time you tried you can not call nobody  cuz they will tell you straight up come and make love when you really hate  em relationships based on the physical are over and done they are over and done  they are over and done  you would rather have fun with only one  with only one only one  one  one  and then it hit  cha like a fist on a wall who gave you life when there was none at all  who gave the sun permission to rise up everyday   ooh  oh  yes  let me tell it  go n  if you ask god to love you longer every breath you take will make you stronger keepin  you happy  happy  and proud to call his name  go n  and say it  jesus  jesus  and over and over you ask your soul why would you come down to a world so cold  and the voice inside said  tonight the truth will be told and this time i was listening  hear me let go down to the holy river if we drown then we will be delivered  yes  we will  if we do not then we will never see the light  no  if you die before you try you will have to come back and face the light  oh  yes  when you believe it  you got a good reason to cry  oh my  my  so i went on down to the holy river i called my girl and told her  i had something to give her i asked her to marry me and she said  yes  i cried oh  that night i drowned in her tears and mine and  and instead of a glass of sorrow and wine looking back y all  i do not miss nothing except the time and when i see that picture upon the wall the one eye staring at nothing at all my eyes trying to focus but these are much different tears oh yes  they are let go down to the holy river let go down to the holy river let go down to the holy river let go down to the holy river let go down to the holy river let go down to the holy river,prince,pop-rock
underneath the,prince miscellaneous underneath the   wait a minute    turn the  turn the phones up yeah   cool  lookin  out the window of a big black limousine  thinkin  bout your thighs wishin  i was somewhere in between  in one single motion deep inside your ocean i just wanna be  underneath the   ca not stop thinkin  about ya    thighs  somewhere in between that where i wanna be  that where i wanna be  underneath the   you and i somewhere in between your thighs  cell phone  passport all your inhibitions spread out on the floor   deep inside  deep inside your life givin  ocean  sugarpop  rests my consciousness just a little more is what i wanna do  babe  so talk to me do not get me started come into this wet dream eternal  pretend i am you and teach me without shame take my hand  put it in the place  that turned you out the most last time you came  useless deliberation  the beast of frustration trust me  i know  somewhere in between seven days and nights that how far  baby  you wanna go   underneath the   ca not stop thinkin about ya    thighs  somewhere in between that where i wanna be  that where i wanna be  underneath the   you and i somewhere in between your thighs  your thighs  somewhere in between this wet dream  it seems i never shoulda let you go  now that you have returned i yearn to learn all the feelings you never dared to show  come into this wet dream eternal pretend i am you and let  oh  somewhere in between  i dream underneath the    tell me  tell me  tell me whatcha waitin  on baby  tell me  we can do this thing  yeah underneath the    we need to get right down cuz i got something  groovy groovy groovy     groovy underneath the     it groovy underneath the   underneath the  ,prince,pop-rock
arrogance,why are you so arrogant   there he is   there he is   there he is  what makes a man wanna rule the world   a double a double arrogance     you got it  make him man enough to say he fifty fifty girl  a double a double arrogance     you got it  what makes a man wanna curse and swear   a double a double arrogance     you got it  then blame it on heaven  cuz he already there pimprag  tootsie pop and a cane what makes a man wanna play guitar   a double a double arrogance     you got it  same thing that makes him wanna be a star  a double a double arrogance     you got it  what makes him wanna see his name in lights   a double a double arrogance     you got it  that the same thing that made eve take the first bite pimprag  tootsie pop and a cane like a flame she came and i was no longer cold that a little shady  for this lady was only sixteen years old,prince,pop-rock
immersion,come in very adept in the art of healin  a voice spoke up to her sayin  come in she lost for words describin  the feelin  whatever it is it will never end  no very adept in the art of listenin  she studied everythin  she needed to know her dreams now turned to the water glistenin  and the words come in and go  come in and go to a place where time it has no meanin  and a space where there are no more walls very adept in the art of receivin  she finally got the call come in  come in  go immersion  immersion very adept in the art of releasin  she let all of her inhibitions go with the unexpected shock of a bee sting she got pulled into the future and into the new world into the new world  into the new world into the new world  into the new world into the new world  into the new world into the new world  into the new world welcome to the place much faster than time the true reality  where only peace you will find come in  come in  go immersion  immersion  immersion go,prince,pop-rock
one of your tears,did you get the tape i sent you  i thought it would be better in a song better than the used condom you sent me baby  that was wrong all the things a brother had to picture i see him doing things witcha i see his hand in the small of your back i see his face in between the king and queen  in fact sometimes i wanna die and come back as one of your tears if i could just disappear cease to exist  cease to be here  want me  if you do not want me i am not worth the air that i breathe i wish i could disappear sometimes i wanna die and come back as one of your tears  one  one  one  i am dying sometimes i wanna die and come back as one of your tears sometimes i wanna die and come back as one of your tears,prince,pop-rock
